time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-30T18:51:56.117Z,-20.8154,-175.7576,99.64,4.8,mb,,116,6.595,0.91,us,us7000gyi0,2022-04-04T17:57:59.040Z,"67 km WNW of Haveluloto, Tonga",earthquake,9.7,5.9,0.065,74,reviewed,us,us
2022-03-30T17:03:21.286Z,-34.0962,-178.4691,10,4.5,mb,,154,4.338,0.96,us,us7000gzly,2022-04-28T13:13:56.040Z,south of the Kermadec Islands,earthquake,7.3,1.9,0.27,4,reviewed,us,us
2022-03-30T17:01:35.522Z,-16.9303,-177.2691,381.97,4.3,mb,,72,2.733,0.65,us,us7000gyfm,2022-04-04T16:55:20.040Z,Fiji region,earthquake,12.3,6.4,0.113,22,reviewed,us,us
2022-03-30T09:05:38.855Z,-29.6741,-176.7736,10,4.6,mb,,122,1.081,0.34,us,us7000gydd,2022-04-15T05:05:56.040Z,Kermadec Islands region,earthquake,8.1,1.9,0.129,18,reviewed,us,us
2022-03-30T07:33:51.231Z,-16.8905,-177.7438,422.56,4.2,mb,,117,2.593,1.06,us,us7000gybz,2022-04-27T13:17:41.040Z,"288 km S of Alo, Wallis and Futuna",earthquake,12.1,7.3,0.1,28,reviewed,us,us
2022-03-30T05:14:57.282Z,-23.4476,-175.1353,10,5,mb,,88,6.306,0.96,us,us7000gzlh,2022-04-27T07:56:17.040Z,"234 km S of ‘Ohonua, Tonga",earthquake,9.6,1.4,0.171,13,reviewed,us,us
2022-03-29T23:52:12.209Z,-17.6777,-172.9612,10,4.9,mb,,124,3.915,0.55,us,us7000gy93,2022-04-06T02:50:27.040Z,"152 km NE of Neiafu, Tonga",earthquake,13,1.9,0.076,54,reviewed,us,us
2022-03-29T23:08:29.801Z,-32.9645,-177.9644,10,4.4,mb,,174,3.691,1.1,us,us7000gz1l,2022-04-06T00:55:11.040Z,south of the Kermadec Islands,earthquake,12,1.9,0.269,4,reviewed,us,us
2022-03-29T18:15:20.475Z,-21.7517,-179.4299,599.52,4.6,mb,,43,4.637,0.73,us,us7000gy6r,2022-04-27T16:57:51.040Z,Fiji region,earthquake,7,6.2,0.041,186,reviewed,us,us
2022-03-29T17:07:15.399Z,-20.3548,-177.6797,531.54,4.3,mb,,167,4.799,0.89,us,us7000gz1b,2022-04-27T14:05:42.040Z,"271 km WNW of Haveluloto, Tonga",earthquake,12.5,10.3,0.147,14,reviewed,us,us
2022-03-29T10:36:38.947Z,-15.4538,-173.7712,65.32,4.1,mb,,128,2.462,0.46,us,us7000gz10,2022-04-28T08:35:02.040Z,"55 km N of Hihifo, Tonga",earthquake,9.7,7.9,0.166,12,reviewed,us,us
2022-03-29T09:08:43.231Z,-36.8675,-179.2426,10,4,mb,,209,2.075,0.58,us,us7000gz0w,2022-04-28T12:17:21.040Z,east of the North Island of New Zealand,earthquake,10.5,2,0.26,5,reviewed,us,us
2022-03-29T04:28:45.213Z,-23.718,-179.7319,525.3,4.5,mb,,69,5.755,0.73,us,us7000gy0n,2022-04-04T00:30:49.040Z,south of the Fiji Islands,earthquake,10.6,5.9,0.04,185,reviewed,us,us
2022-03-29T03:58:44.531Z,-21.3773,-176.0439,193.73,4.5,mb,,124,6.635,0.84,us,us7000gz0x,2022-04-03T23:23:46.040Z,"89 km WSW of Haveluloto, Tonga",earthquake,11.2,5.8,0.157,12,reviewed,us,us
2022-03-29T02:18:27.329Z,-30.0875,-177.395,10,4.7,mb,,133,0.941,0.88,us,us7000gz0s,2022-04-03T22:55:12.040Z,"Kermadec Islands, New Zealand",earthquake,8.2,1.4,0.247,10,reviewed,us,us
2022-03-28T22:21:11.217Z,-30.1038,-177.8024,45.28,5.2,mww,,48,0.845,1.13,us,us7000gxyi,2022-04-05T05:23:24.040Z,"Kermadec Islands, New Zealand",earthquake,9,4.3,0.073,18,reviewed,us,us
2022-03-28T21:14:42.588Z,-16.355,-172.7232,10,4.6,mb,,124,2.596,1.19,us,us7000gz0a,2022-04-05T03:14:52.040Z,"123 km ESE of Hihifo, Tonga",earthquake,8.4,1.9,0.173,13,reviewed,us,us
2022-03-28T19:57:00.899Z,-17.8746,-178.4689,551.4,4.6,mb,,113,3.316,0.95,us,us7000gxxg,2022-04-01T17:00:33.040Z,"235 km E of Levuka, Fiji",earthquake,14.3,4.5,0.094,34,reviewed,us,us
2022-03-28T15:33:31.540Z,-18.8445,-175.4844,224.14,4.5,mb,,133,6.058,0.92,us,us7000gz08,2022-04-03T16:00:55.040Z,"159 km W of Neiafu, Tonga",earthquake,10.3,7.6,0.11,26,reviewed,us,us
2022-03-28T14:11:18.315Z,-18.0374,-178.2594,589.95,4.4,mb,,123,3.523,0.43,us,us7000gz05,2022-04-03T13:42:04.040Z,"256 km E of Levuka, Fiji",earthquake,15.1,10.7,0.123,21,reviewed,us,us
2022-03-28T11:36:01.007Z,-22.8036,-178.1251,325.83,4.3,mb,,137,10.698,0.84,us,us7000gxub,2022-04-15T07:07:47.040Z,south of the Fiji Islands,earthquake,14.2,5.1,0.122,20,reviewed,us,us
2022-03-28T10:19:07.142Z,-17.0054,-174.8958,252.35,4.3,mb,,124,4.299,0.69,us,us7000gyzz,2022-04-05T09:43:09.040Z,"165 km SW of Hihifo, Tonga",earthquake,14.3,7.3,0.133,16,reviewed,us,us
2022-03-28T09:10:08.702Z,-32.3769,-178.9571,35,4.5,mb,,91,3.23,0.76,us,us7000gyzw,2022-04-05T09:21:01.040Z,south of the Kermadec Islands,earthquake,10.7,1.9,0.164,11,reviewed,us,us
2022-03-28T00:47:28.839Z,-22.6891,-177.8861,328.03,4.6,mb,,72,6.223,0.79,us,us7000gxrx,2022-04-01T21:27:25.040Z,south of the Fiji Islands,earthquake,9.6,5.9,0.056,93,reviewed,us,us
2022-03-27T21:01:36.214Z,-22.0672,-173.7253,10,4.7,mb,,161,8.101,0.62,us,us7000gys1,2022-04-01T01:55:10.040Z,"150 km ESE of ‘Ohonua, Tonga",earthquake,12.6,2,0.133,17,reviewed,us,us
2022-03-27T19:13:33.767Z,-21.2452,-178.0137,549.39,4,mb,,120,6.9,0.85,us,us7000gyrw,2022-04-04T18:40:42.040Z,"290 km W of Haveluloto, Tonga",earthquake,13.7,10,0.125,17,reviewed,us,us
2022-03-27T15:08:19.234Z,-21.0402,-178.593,577.19,4.2,mb,,132,4.557,0.45,us,us7000gyrq,2022-03-31T19:08:23.040Z,,earthquake,13.1,7.4,0.092,35,reviewed,us,us
2022-03-27T08:21:12.005Z,-15.0941,-173.2002,10,4.3,mb,,148,1.809,0.87,us,us7000gyrl,2022-04-24T11:10:29.040Z,"114 km NE of Hihifo, Tonga",earthquake,9.9,1.9,0.161,12,reviewed,us,us
2022-03-27T05:22:53.470Z,-29.9006,-179.0789,224.16,4.3,mb,,122,1.193,0.47,us,us7000gxlz,2022-04-24T08:50:17.040Z,Kermadec Islands region,earthquake,12.9,8.6,0.122,19,reviewed,us,us
2022-03-26T10:18:32.589Z,-31.1328,-176.2883,10,4.3,mb,,148,2.339,0.48,us,us7000gyqe,2022-04-22T12:16:10.040Z,Kermadec Islands region,earthquake,6.5,1.9,0.119,24,reviewed,us,us
2022-03-26T09:07:24.289Z,-20.7514,-178.7742,597.66,4.1,mb,,134,4.234,0.47,us,us7000gyqa,2022-04-20T07:12:38.040Z,Fiji region,earthquake,15.9,5,0.103,28,reviewed,us,us
2022-03-26T08:15:42.765Z,-20.8,-178.8207,600.73,4.9,mb,,80,4.237,0.89,us,us7000gxgr,2022-04-15T04:54:43.040Z,Fiji region,earthquake,5,8.6,0.056,99,reviewed,us,us
2022-03-26T08:08:25.755Z,-20.7354,-178.8588,597.55,4.5,mb,,132,4.166,0.82,us,us7000gxgq,2022-04-15T04:51:06.040Z,Fiji region,earthquake,13,9.1,0.074,53,reviewed,us,us
2022-03-26T07:15:55.444Z,-19.5997,-175.1573,149.31,4.5,mb,,150,5.977,1.02,us,us7000gyqg,2022-04-15T04:48:04.040Z,"87 km WNW of Pangai, Tonga",earthquake,9.5,9.6,0.156,13,reviewed,us,us
2022-03-26T01:25:27.831Z,-20.535,-177.5624,490.64,4.4,mb,,139,4.988,0.84,us,us7000gyq8,2022-03-31T21:00:23.040Z,"253 km WNW of Haveluloto, Tonga",earthquake,12.2,10,0.203,9,reviewed,us,us
2022-03-25T22:17:50.444Z,-20.4325,-173.5829,10,4.5,mb,,84,6.712,0.54,us,us7000gyh3,2022-04-15T04:30:39.040Z,"105 km SE of Pangai, Tonga",earthquake,6.5,1.9,0.172,10,reviewed,us,us
2022-03-25T19:02:36.958Z,-24.5138,-179.6943,487.54,4.8,mb,,104,4.987,0.94,us,us7000gxcv,2022-04-20T22:01:06.040Z,south of the Fiji Islands,earthquake,11.2,6,0.074,62,reviewed,us,us
2022-03-25T15:02:12.540Z,-18.6794,-177.6203,623.78,4.1,mb,,137,4.216,0.9,us,us7000gygq,2022-04-01T19:16:03.040Z,Fiji region,earthquake,15.4,8.3,0.127,17,reviewed,us,us
2022-03-25T10:51:50.109Z,-15.8189,-173.2836,10,4.3,mb,,70,2.39,0.71,us,us7000gygf,2022-04-21T09:24:12.040Z,Tonga,earthquake,6.9,1.8,0.085,40,reviewed,us,us
2022-03-25T09:55:46.180Z,-38.8235,177.3891,38.45,4.1,mb,,150,0.381,0.67,us,us7000gyge,2022-04-21T12:14:44.040Z,"23 km N of Wairoa, New Zealand",earthquake,6.1,7.8,0.185,8,reviewed,us,us
2022-03-25T09:30:37.772Z,-34.1991,-178.435,10,4.1,mb,,175,4.273,0.21,us,us7000gyhb,2022-04-21T13:49:07.040Z,,earthquake,8,1.9,0.184,8,reviewed,us,us
2022-03-25T08:54:35.136Z,-33.8715,-178.5531,10,5.3,mww,,57,4.481,0.79,us,us7000gx6g,2022-04-08T07:16:08.040Z,south of the Kermadec Islands,earthquake,9.5,1.9,0.093,11,reviewed,us,us
2022-03-25T08:22:47.829Z,-34.0928,-178.739,10,4.6,mb,,155,4.212,0.33,us,us7000gyga,2022-04-08T07:09:33.040Z,south of the Kermadec Islands,earthquake,11.5,1.9,0.158,12,reviewed,us,us
2022-03-24T22:51:14.760Z,-18.3651,-178.0038,462.42,4.1,mb,,123,3.801,0.82,us,us7000gy6j,2022-04-15T01:32:43.040Z,"285 km E of Levuka, Fiji",earthquake,11.7,7.6,0.15,12,reviewed,us,us
2022-03-24T19:47:36.976Z,-20.7699,-175.9271,70,4.5,mb,,121,6.433,0.76,us,us7000gy6f,2022-04-18T17:07:59.040Z,"85 km WNW of Haveluloto, Tonga",earthquake,15.5,2,0.18,9,reviewed,us,us
2022-03-24T18:47:08.165Z,-34.1152,-178.7618,10,4.6,mb,,171,4.183,0.74,us,us7000gy6e,2022-03-30T20:13:06.040Z,south of the Kermadec Islands,earthquake,8.2,1.9,0.385,2,reviewed,us,us
2022-03-24T18:02:03.916Z,-33.7217,-178.7567,10,5.3,mww,,69,4.503,0.81,us,us7000gwx3,2022-04-01T15:35:11.040Z,south of the Kermadec Islands,earthquake,9.3,1.8,0.06,27,reviewed,us,us
2022-03-24T07:28:31.316Z,-24.53,179.0878,533.8,4.5,mb,,101,5.417,0.58,us,us7000gwsr,2022-04-20T06:24:59.040Z,south of the Fiji Islands,earthquake,13.8,8.4,0.069,62,reviewed,us,us
2022-03-24T05:00:08.482Z,-27.7746,-176.5465,35,4.3,mb,,190,1.912,0.44,us,us7000gy61,2022-04-17T11:34:51.040Z,Kermadec Islands region,earthquake,13.4,2,0.142,19,reviewed,us,us
2022-03-24T04:23:43.951Z,-34.0635,-179.1626,10,4.4,mb,,203,5.158,0.59,us,us7000gy63,2022-04-27T01:17:24.040Z,south of the Kermadec Islands,earthquake,8.5,2,0.138,15,reviewed,us,us
2022-03-23T23:15:59.010Z,-23.6597,-175.3329,10,5,mb,,116,6.041,0.8,us,us7000gwqb,2022-04-02T03:42:35.040Z,"260 km S of ‘Ohonua, Tonga",earthquake,7,1.6,0.093,37,reviewed,us,us
2022-03-23T20:47:31.827Z,-23.4763,-175.323,10,5.4,mww,,56,6.214,0.91,us,us7000gwpf,2022-03-30T19:22:21.214Z,"240 km S of ‘Ohonua, Tonga",earthquake,10.2,1.8,0.065,23,reviewed,us,us
2022-03-23T16:00:10.106Z,-33.7413,-179.1218,10,4.7,mb,,153,4.349,1.07,us,us6000h6y1,2022-03-31T04:04:28.040Z,south of the Kermadec Islands,earthquake,11.3,1.8,0.114,24,reviewed,us,us
2022-03-23T13:03:18.196Z,-34.6706,-178.4866,10,4.4,mb,,116,3.881,0.42,us,us7000gy3w,2022-04-21T13:12:39.040Z,south of the Kermadec Islands,earthquake,11,1.9,0.19,10,reviewed,us,us
2022-03-23T05:01:49.864Z,-23.8194,-175.2111,10,4.8,mb,,79,5.938,1.03,us,us7000gy3i,2022-03-30T05:40:21.040Z,"276 km S of ‘Ohonua, Tonga",earthquake,8.1,1.8,0.09,38,reviewed,us,us
2022-03-23T04:40:00.271Z,-34.302,-178.6451,10,4.4,mb,,153,4.086,0.67,us,us7000gy3n,2022-03-30T03:08:45.040Z,south of the Kermadec Islands,earthquake,12.1,1.8,0.179,9,reviewed,us,us
2022-03-23T04:03:01.638Z,-23.8828,-179.9809,505.78,4.3,mb,,122,6.377,0.74,us,us7000gy3c,2022-03-30T01:20:23.040Z,south of the Fiji Islands,earthquake,11.3,7.2,0.109,24,reviewed,us,us
2022-03-23T03:14:11.519Z,-26.8153,-176.4269,35,4.4,mb,,99,2.771,0.92,us,us7000gy3l,2022-03-30T00:48:24.040Z,south of the Fiji Islands,earthquake,11.9,2,0.203,9,reviewed,us,us
2022-03-23T03:10:49.101Z,-24.8675,-175.0019,10,4.5,mb,,102,5.091,0.56,us,us7000gy4g,2022-03-30T00:17:29.040Z,south of Tonga,earthquake,6,1.9,0.18,13,reviewed,us,us
2022-03-23T03:09:01.555Z,-27.1814,-175.82,10,4.5,mb,,189,2.78,0.94,us,us7000gy39,2022-03-30T00:01:53.040Z,Kermadec Islands region,earthquake,8.3,1.9,0.164,11,reviewed,us,us
2022-03-22T23:13:16.528Z,-34.1389,-178.7233,10,4.6,mb,,190,4.181,1.1,us,us7000gxca,2022-03-31T01:04:31.040Z,south of the Kermadec Islands,earthquake,15.7,1.9,0.158,12,reviewed,us,us
2022-03-22T20:18:46.157Z,-24.3761,-179.9853,511.41,4.6,mb,,122,6.847,0.83,us,us7000gxc5,2022-04-20T17:38:21.040Z,south of the Fiji Islands,earthquake,12.6,6.9,0.08,47,reviewed,us,us
2022-03-22T17:26:27.185Z,-25.4146,-176.1106,36.88,4.9,mb,,102,4.156,1.14,us,us7000gxbv,2022-04-29T16:38:13.040Z,south of the Fiji Islands,earthquake,8.1,4.5,0.108,32,reviewed,us,us
2022-03-22T16:52:22.810Z,-34.2826,-178.78,10,4.6,mb,,191,4.037,0.9,us,us7000gxbt,2022-03-28T16:01:28.040Z,south of the Kermadec Islands,earthquake,8.6,2,0.222,6,reviewed,us,us
2022-03-22T14:16:12.688Z,-29.6463,-176.5598,10,4.3,mb,,228,1.246,0.73,us,us7000gxbr,2022-03-28T13:41:22.040Z,Kermadec Islands region,earthquake,9.8,1.8,0.266,4,reviewed,us,us
2022-03-22T11:37:13.149Z,-17.7746,-178.6784,544.55,4.2,mb,,116,3.115,0.66,us,us6000h6lz,2022-04-20T14:34:33.040Z,"214 km E of Levuka, Fiji",earthquake,12.3,8.1,0.062,71,reviewed,us,us
2022-03-22T10:43:33.151Z,-23.4546,-175.0521,10,4.6,mb,,96,6.329,0.57,us,us7000gxbi,2022-04-21T06:13:50.040Z,"235 km S of ‘Ohonua, Tonga",earthquake,9.4,1.9,0.136,16,reviewed,us,us
2022-03-22T01:47:19.288Z,-30.5449,-177.6244,35,4.2,mb,,167,1.304,0.56,us,us7000gxba,2022-04-26T23:55:15.040Z,"Kermadec Islands, New Zealand",earthquake,9.3,2,0.187,8,reviewed,us,us
2022-03-22T00:51:26.259Z,-33.7827,-178.8836,10,4.9,mb,,62,4.41,0.81,us,us6000h6li,2022-03-26T01:12:02.040Z,south of the Kermadec Islands,earthquake,7,1.8,0.122,21,reviewed,us,us
2022-03-22T00:12:13.490Z,-17.5942,-178.8237,536.15,4.3,mb,,64,2.981,0.89,us,us6000h6jt,2022-03-27T01:18:34.040Z,"203 km ENE of Levuka, Fiji",earthquake,11.8,8.3,0.085,39,reviewed,us,us
2022-03-21T19:58:40.396Z,-33.9649,-178.4876,10,4.7,mb,,101,4.435,0.97,us,us7000gxa7,2022-03-28T14:14:37.040Z,,earthquake,12.7,1.9,0.174,10,reviewed,us,us
2022-03-21T19:39:05.445Z,-30.6433,-179.6063,204.69,4.1,mb,,133,2.009,0.51,us,us7000gxa6,2022-04-18T16:58:31.040Z,Kermadec Islands region,earthquake,15.6,8.1,0.262,4,reviewed,us,us
2022-03-21T14:31:18.912Z,-18.515,178.6671,548.85,4.1,mb,,101,0.963,0.4,us,us7000gx9y,2022-03-27T19:41:13.040Z,"47 km SSE of Suva, Fiji",earthquake,13.9,10.4,0.166,14,reviewed,us,us
2022-03-21T14:23:44.478Z,-21.6698,-176.1714,151.82,4.5,mb,,168,6.696,0.72,us,us7000gx9x,2022-03-27T19:26:48.040Z,"114 km WSW of Haveluloto, Tonga",earthquake,15.9,7,0.112,26,reviewed,us,us
2022-03-21T11:20:49.864Z,-18.0312,-178.4063,583.21,4.2,mb,,120,3.383,0.67,us,us6000h6dh,2022-04-08T07:29:44.040Z,"241 km E of Levuka, Fiji",earthquake,10.3,5.3,0.057,85,reviewed,us,us
2022-03-21T08:12:39.528Z,-29.0251,-177.384,77.2,4.5,mb,,183,0.525,0.47,us,us7000gx9p,2022-04-21T07:43:16.040Z,"Kermadec Islands, New Zealand",earthquake,10.6,6.4,0.172,10,reviewed,us,us
2022-03-21T08:10:56.052Z,-23.2858,-174.9,10,4.7,mb,,96,6.539,0.53,us,us7000gx9m,2022-04-21T08:17:05.040Z,"216 km S of ‘Ohonua, Tonga",earthquake,9.6,1.9,0.152,13,reviewed,us,us
2022-03-21T05:46:41.943Z,-17.9956,-178.0889,549.91,4.3,mb,,73,3.667,0.36,us,us6000h6bz,2022-04-20T14:45:15.040Z,"274 km E of Levuka, Fiji",earthquake,8,4.8,0.051,109,reviewed,us,us
2022-03-21T05:19:30.208Z,-25.6871,-175.5926,10,4.6,mb,,192,4.117,0.44,us,us7000gx9t,2022-04-21T10:00:30.040Z,south of Tonga,earthquake,11.4,1.9,0.386,2,reviewed,us,us
2022-03-21T05:15:13.329Z,-25.2335,-175.4691,10,4.6,mb,,162,4.567,0.49,us,us7000gx9f,2022-04-21T09:37:35.040Z,south of Tonga,earthquake,9.2,1.9,0.165,12,reviewed,us,us
2022-03-21T03:36:27.773Z,-18.3018,-177.9613,555.35,4.3,mb,,125,3.974,0.9,us,us7000gx9b,2022-03-29T03:06:45.040Z,"289 km E of Levuka, Fiji",earthquake,14.7,12.1,0.129,17,reviewed,us,us
2022-03-21T02:12:47.420Z,-34.8769,178.8851,160.2,4.5,mb,,137,2.72,0.87,us,us6000h6aj,2022-03-29T02:47:25.040Z,south of the Kermadec Islands,earthquake,13.2,1.6,0.14,15,reviewed,us,us
2022-03-21T00:29:56.892Z,-23.6736,-175.9218,27.34,4.4,mb,,157,5.846,0.44,us,us7000gxae,2022-04-29T00:29:07.040Z,"277 km SSW of ‘Ohonua, Tonga",earthquake,9.9,7.2,0.155,12,reviewed,us,us
2022-03-21T00:28:01.220Z,-23.4445,-175.15,10,5,mb,,96,6.303,1.16,us,us6000h6cl,2022-03-27T00:59:41.040Z,"234 km S of ‘Ohonua, Tonga",earthquake,3.9,1.8,0.093,37,reviewed,us,us
2022-03-20T23:28:53.100Z,-25.2104,-175.2426,10,4.9,mb,,125,4.686,0.7,us,us7000gwyr,2022-03-24T20:53:23.040Z,south of Tonga,earthquake,8.9,1.8,0.122,21,reviewed,us,us
2022-03-20T21:52:39.168Z,-18.8345,-177.6075,339.06,4,mb,,203,4.263,0.64,us,us7000gwyk,2022-03-25T02:56:59.040Z,Fiji region,earthquake,13.8,9.3,0.15,12,reviewed,us,us
2022-03-20T19:02:58.580Z,-25.3397,-176.319,10,4.9,mb,,43,4.158,0.85,us,us6000h68z,2022-04-17T15:56:37.040Z,south of the Fiji Islands,earthquake,11.8,1.8,0.083,51,reviewed,us,us
2022-03-20T18:27:43.738Z,-28.8867,-177.116,61.04,4.4,mb,,117,0.797,0.86,us,us7000gwyn,2022-04-01T18:23:01.040Z,,earthquake,10.2,7.1,0.179,9,reviewed,us,us
2022-03-20T18:10:43.784Z,-28.6575,-177.3998,47.57,6,mww,,31,0.755,1.05,us,us6000h67z,2022-04-17T15:52:16.358Z,Kermadec Islands region,earthquake,9.3,4,0.059,28,reviewed,us,us
2022-03-20T17:32:22.257Z,-29.8809,-178.8582,10,4.5,mb,,84,1.023,1.03,us,us7000gwyb,2022-04-01T16:48:38.040Z,"Kermadec Islands, New Zealand",earthquake,8.3,1.5,0.192,9,reviewed,us,us
2022-03-20T16:06:42.660Z,-24.3797,-179.5611,493.75,4.5,mb,,120,5.078,0.52,us,us6000h679,2022-03-27T16:35:11.040Z,south of the Fiji Islands,earthquake,12.3,8.6,0.088,41,reviewed,us,us
2022-03-20T13:51:34.231Z,-24.0654,-179.3771,519.47,4.7,mb,,106,5.337,0.49,us,us6000h66q,2022-03-27T14:52:08.040Z,south of the Fiji Islands,earthquake,13.3,3.6,0.142,18,reviewed,us,us
2022-03-20T13:50:54.858Z,-17.6322,-178.9377,551.45,4.1,mb,,127,2.871,0.66,us,us7000gwye,2022-03-27T13:55:35.040Z,"191 km ENE of Levuka, Fiji",earthquake,16.8,10.3,0.093,32,reviewed,us,us
2022-03-20T07:50:00.874Z,-25.1032,-176.6195,10,4.4,mb,,215,4.301,0.34,us,us7000gwxt,2022-04-28T11:51:32.040Z,south of the Fiji Islands,earthquake,10.5,2,0.134,21,reviewed,us,us
2022-03-20T06:49:01.415Z,-23.5291,-175.068,10,4.3,mb,,96,8.636,0.46,us,us7000gwxr,2022-04-17T10:19:35.040Z,"243 km S of ‘Ohonua, Tonga",earthquake,11.3,2,0.168,11,reviewed,us,us
2022-03-20T05:30:05.570Z,-25.4995,-175.7709,10,4.5,mb,,167,4.206,0.46,us,us7000gwxk,2022-04-16T07:09:35.040Z,south of Tonga,earthquake,11.1,1.9,0.157,14,reviewed,us,us
2022-03-20T05:21:47.524Z,-18.7866,-173.3134,10,4.3,mb,,163,5.068,0.29,us,us7000gwxl,2022-04-16T12:48:35.040Z,"72 km ESE of Neiafu, Tonga",earthquake,13.7,1.9,0.148,15,reviewed,us,us
2022-03-20T01:06:49.374Z,-20.7723,-175.2124,10,4.8,mb,,124,7.038,1.06,us,us7000gwxf,2022-03-24T23:35:02.040Z,"40 km N of Nuku‘alofa, Tonga",earthquake,10.9,1.8,0.071,64,reviewed,us,us
2022-03-20T00:33:15.651Z,-25.3492,-176.2902,10,5,mb,,72,4.158,0.6,us,us6000h63t,2022-04-01T03:16:39.457Z,south of the Fiji Islands,earthquake,10.5,1.8,0.07,66,reviewed,us,us
2022-03-20T00:04:57.961Z,-33.0286,-179.183,22.47,4.5,mb,,110,3.907,0.63,us,us7000gwxc,2022-04-27T21:03:04.040Z,south of the Kermadec Islands,earthquake,8.8,5,0.18,9,reviewed,us,us
2022-03-19T23:50:24.283Z,-25.4438,-176.3501,10,4.6,mb,,212,4.051,0.41,us,us7000gwul,2022-03-26T00:55:22.040Z,south of the Fiji Islands,earthquake,12.5,2,0.172,10,reviewed,us,us
2022-03-19T23:19:43.463Z,-16.5036,178.1047,10,4.5,mb,,130,1.235,0.5,us,us7000gwuj,2022-04-27T21:32:07.040Z,"122 km NNE of Ba, Fiji",earthquake,10.3,1.9,0.242,5,reviewed,us,us
2022-03-19T22:40:12.463Z,-25.4764,-176.1729,10,4.6,mb,,211,4.078,0.75,us,us7000gwug,2022-03-26T00:05:19.040Z,south of the Fiji Islands,earthquake,12.1,1.9,0.172,10,reviewed,us,us
2022-03-19T22:17:57.273Z,-25.7183,-176.2236,10,4.7,mb,,211,3.838,0.76,us,us7000gwuf,2022-03-25T23:27:28.040Z,south of the Fiji Islands,earthquake,9.5,2,0.147,14,reviewed,us,us
2022-03-19T22:07:49.590Z,-25.4497,-176.1161,10,4.5,mb,,212,4.122,0.62,us,us7000gwue,2022-03-25T23:31:49.040Z,south of the Fiji Islands,earthquake,12.2,2,0.192,8,reviewed,us,us
2022-03-19T22:01:04.960Z,-25.4554,-176.3457,10,4.7,mb,,211,4.042,1.16,us,us7000gwud,2022-03-25T22:56:42.040Z,south of the Fiji Islands,earthquake,11.9,1.9,0.167,11,reviewed,us,us
2022-03-19T21:37:37.275Z,-25.3437,-176.3464,10,4.6,mb,,124,4.146,0.69,us,us7000gwub,2022-03-25T05:49:25.040Z,south of the Fiji Islands,earthquake,6.2,2,0.173,10,reviewed,us,us
2022-03-19T21:33:18.374Z,-25.4875,-176.324,10,4.7,mb,,124,4.018,0.66,us,us7000gwua,2022-03-25T05:40:51.040Z,south of the Fiji Islands,earthquake,11,1.7,0.143,15,reviewed,us,us
2022-03-19T21:24:22.127Z,-25.2976,-176.2998,21,6.3,mww,,26,4.203,0.68,us,us6000h62z,2022-03-30T23:02:57.697Z,south of the Fiji Islands,earthquake,8.9,1.8,0.043,52,reviewed,us,us
2022-03-19T15:09:43.237Z,-27.358,-175.565,10,5.1,mww,,70,2.812,1.04,us,us6000h61i,2022-04-17T15:08:55.040Z,Kermadec Islands region,earthquake,9.5,1.8,0.083,14,reviewed,us,us
2022-03-19T14:48:41.996Z,-29.5159,-176.7243,10,4.7,mb,,37,1.074,0.69,us,us6000h61k,2022-04-17T14:55:38.040Z,Kermadec Islands region,earthquake,5.6,1.9,0.091,40,reviewed,us,us
2022-03-19T11:43:59.463Z,-33.7588,-179.0171,10,4.6,mb,,60,4.375,0.34,us,us6000h60b,2022-04-28T10:51:34.040Z,south of the Kermadec Islands,earthquake,7.7,1.8,0.107,38,reviewed,us,us
2022-03-19T11:18:09.103Z,-33.9381,-178.1733,33.94,4.8,mb,,165,4.611,0.78,us,us6000h604,2022-04-28T10:36:30.040Z,south of the Kermadec Islands,earthquake,11.7,7.2,0.1,33,reviewed,us,us
2022-03-19T04:24:14.286Z,-20.2844,-178.5517,601.92,4.2,mb,,136,4.086,0.96,us,us7000gwtl,2022-03-24T23:11:17.040Z,Fiji region,earthquake,9.7,8.5,0.152,13,reviewed,us,us
2022-03-19T03:33:04.731Z,-18.1271,-177.9896,594.74,4.7,mb,,124,3.786,0.74,us,us7000gwti,2022-03-24T22:53:34.040Z,"285 km E of Levuka, Fiji",earthquake,13.4,10.5,0.209,9,reviewed,us,us
2022-03-19T00:02:53.207Z,-30.1349,-179.369,410.68,4.4,mb,,155,7.656,0.72,us,us7000gwte,2022-03-26T04:50:05.040Z,Kermadec Islands region,earthquake,15.1,12.9,0.134,16,reviewed,us,us
2022-03-18T20:57:23.420Z,-24.0602,179.2809,530.2,4.5,mb,,89,5.753,0.68,us,us6000h5w2,2022-04-13T19:46:09.040Z,south of the Fiji Islands,earthquake,12.9,2.4,0.1,32,reviewed,us,us
2022-03-18T18:21:54.375Z,-40.4378,175.8461,48.3,4.5,mb,,102,0.301,0.8,us,us6000h5u6,2022-04-20T13:56:28.040Z,"21 km ESE of Palmerston North, New Zealand",earthquake,7.2,3.2,0.242,6,reviewed,us,us
2022-03-18T12:00:55.903Z,-30.0378,-177.6339,25.78,4.8,mb,,78,0.812,0.65,us,us6000h5p9,2022-04-03T05:57:26.040Z,"Kermadec Islands, New Zealand",earthquake,6.5,5.4,0.111,25,reviewed,us,us
