"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource","strTime","Month","Day","Year","DailyS","CumulativeS"
2022-03-31 15:30:47,-22.6247,170.8025,10,5.1,"mww",NA,47,3.1,0.92,"us","us7000gyr4",2022-04-27 19:51:00,"southeast of the Loyalty Islands","earthquake",9,1.8,0.098,10,"reviewed","us","us","03/31/22 15:30:47",3,31,2022,55847,7745447
2022-03-31 15:29:53,-22.6847,170.7293,10,5.3,"mww",NA,49,3.033,0.84,"us","us7000gyqw",2022-04-27 19:43:09,"southeast of the Loyalty Islands","earthquake",9.8,1.8,0.098,10,"reviewed","us","us","03/31/22 15:29:53",3,31,2022,55793,7745393
2022-03-31 15:02:52,-11.9305,166.7315,62.7,4.6,"mb",NA,120,3.525,0.75,"us","us7000gzws",2022-04-27 19:35:24,"167 km SE of Lata, Solomon Islands","earthquake",9.5,7.4,0.173,13,"reviewed","us","us","03/31/22 15:02:52",3,31,2022,54172,7743772
2022-03-31 15:01:36,-22.4672,170.2232,10,4.4,"mb",NA,71,2.571,0.94,"us","us7000gzw2",2022-04-27 19:18:24,"262 km ESE of Tadine, New Caledonia","earthquake",7.9,1.7,0.134,23,"reviewed","us","us","03/31/22 15:01:36",3,31,2022,54096,7743696
2022-03-31 14:29:09,-22.2023,170.2967,10,4.4,"mb",NA,77,2.669,1.13,"us","us7000gzwt",2022-04-09 15:22:11,"260 km ESE of Tadine, New Caledonia","earthquake",9.8,1.9,0.149,17,"reviewed","us","us","03/31/22 14:29:09",3,31,2022,52149,7741749
2022-03-31 11:42:32,-22.3749,170.1287,10,4.5,"mb",NA,107,2.491,1.15,"us","us7000gyp9",2022-04-28 09:00:05,"249 km ESE of Tadine, New Caledonia","earthquake",8,1.9,0.136,19,"reviewed","us","us","03/31/22 11:42:32",3,31,2022,42152,7731752
2022-03-31 11:17:09,-22.3984,170.6964,10,4.2,"mb",NA,169,3.012,1.24,"us","us7000gzvs",2022-04-28 09:20:45,"southeast of the Loyalty Islands","earthquake",9.9,1.7,0.2,11,"reviewed","us","us","03/31/22 11:17:09",3,31,2022,40629,7730229
2022-03-31 10:59:45,-22.3871,170.299,10,4.1,"mb",NA,169,2.647,1.19,"us","us7000gzvr",2022-04-28 10:22:32,"266 km ESE of Tadine, New Caledonia","earthquake",10.6,1.9,0.213,7,"reviewed","us","us","03/31/22 10:59:45",3,31,2022,39585,7729185
2022-03-31 10:16:21,-22.6538,170.7397,10,5.1,"mb",NA,101,3.042,1.08,"us","us7000gyp3",2022-04-27 14:00:04,"southeast of the Loyalty Islands","earthquake",4,1.8,0.096,35,"reviewed","us","us","03/31/22 10:16:21",3,31,2022,36981,7726581
2022-03-31 09:38:05,-22.4878,170.7358,10,4.4,"mb",NA,120,3.043,1.07,"us","us7000gzvn",2022-04-28 09:06:51,"southeast of the Loyalty Islands","earthquake",10.3,1.9,0.203,7,"reviewed","us","us","03/31/22 09:38:05",3,31,2022,34685,7724285
2022-03-31 09:09:25,-22.3038,170.3081,10,4.4,"mb",NA,187,2.664,0.77,"us","us7000gzvk",2022-04-28 09:09:32,"264 km ESE of Tadine, New Caledonia","earthquake",9.6,1.9,0.169,11,"reviewed","us","us","03/31/22 09:09:25",3,31,2022,32965,7722565
2022-03-31 09:07:04,-22.4846,170.131,10,4.3,"mb",NA,163,2.485,0.64,"us","us7000gzvi",2022-04-07 07:40:16,"254 km ESE of Tadine, New Caledonia","earthquake",9.9,1.9,0.201,9,"reviewed","us","us","03/31/22 09:07:04",3,31,2022,32824,7722424
2022-03-31 08:53:32,-22.8507,170.4337,10,4.2,"mb",NA,111,2.768,0.35,"us","us7000gzvm",2022-04-27 06:51:20,"southeast of the Loyalty Islands","earthquake",8.9,1.9,0.167,14,"reviewed","us","us","03/31/22 08:53:32",3,31,2022,32012,7721612
2022-03-31 07:46:18,-22.5229,170.4522,10,4.4,"mb",NA,118,2.779,0.53,"us","us7000gzvz",2022-04-27 07:06:11,"286 km ESE of Tadine, New Caledonia","earthquake",4.8,1.9,0.155,16,"reviewed","us","us","03/31/22 07:46:18",3,31,2022,27978,7717578
2022-03-31 07:41:38,-22.3651,170.0337,10,4.7,"mb",NA,82,2.405,0.89,"us","us7000gynm",2022-04-27 06:08:38,"240 km ESE of Tadine, New Caledonia","earthquake",6.9,1.8,0.112,24,"reviewed","us","us","03/31/22 07:41:38",3,31,2022,27698,7717298
2022-03-31 07:29:38,-22.6125,170.4424,10,4.4,"mb",NA,108,2.768,0.4,"us","us7000gzvc",2022-04-27 06:39:10,"289 km ESE of Tadine, New Caledonia","earthquake",10.4,1.7,0.169,13,"reviewed","us","us","03/31/22 07:29:38",3,31,2022,26978,7716578
2022-03-31 07:22:01,-22.5452,170.1161,10,5.1,"mb",NA,83,2.468,0.5,"us","us7000gyng",2022-04-27 06:20:55,"255 km ESE of Tadine, New Caledonia","earthquake",7.6,1.8,0.084,46,"reviewed","us","us","03/31/22 07:22:01",3,31,2022,26521,7716121
2022-03-31 07:09:46,-22.2574,170.6888,10,4.4,"mb",NA,244,3.02,0.41,"us","us7000gzvw",2022-04-27 07:25:06,"southeast of the Loyalty Islands","earthquake",11.8,2,0.179,13,"reviewed","us","us","03/31/22 07:09:46",3,31,2022,25786,7715386
2022-03-31 06:56:57,-22.741,170.3585,10,4.3,"mb",NA,80,2.692,0.32,"us","us7000gzvp",2022-04-28 06:17:30,"287 km ESE of Tadine, New Caledonia","earthquake",6.4,1.9,0.188,11,"reviewed","us","us","03/31/22 06:56:57",3,31,2022,25017,7714617
2022-03-31 06:45:08,-22.5848,170.1191,10,4.9,"mb",NA,150,2.47,0.61,"us","us7000gyn9",2022-04-27 12:08:13,"258 km ESE of Tadine, New Caledonia","earthquake",9.4,1.9,0.094,36,"reviewed","us","us","03/31/22 06:45:08",3,31,2022,24308,7713908
2022-03-31 06:42:25,-22.688,170.1843,10,4.6,"mb",NA,82,2.53,0.35,"us","us7000gyn8",2022-04-27 12:02:50,"269 km ESE of Tadine, New Caledonia","earthquake",4,1.8,0.117,22,"reviewed","us","us","03/31/22 06:42:25",3,31,2022,24145,7713745
2022-03-31 06:31:48,-22.096,170.732,10,4.2,"mb",NA,198,3.084,0.45,"us","us7000gzwv",2022-04-28 08:06:02,"southeast of the Loyalty Islands","earthquake",7,2,0.166,11,"reviewed","us","us","03/31/22 06:31:48",3,31,2022,23508,7713108
2022-03-31 06:27:45,-22.402,170.1823,10,4.3,"mb",NA,154,2.538,0.43,"us","us7000gzvb",2022-04-28 07:33:45,"255 km ESE of Tadine, New Caledonia","earthquake",7.8,2,0.168,15,"reviewed","us","us","03/31/22 06:27:45",3,31,2022,23265,7712865
2022-03-31 06:24:41,-21.8083,170.3661,10,4.2,"mb",NA,189,2.821,0.48,"us","us7000gzvu",2022-04-28 06:35:13,"258 km E of Tadine, New Caledonia","earthquake",7.1,2,0.153,15,"reviewed","us","us","03/31/22 06:24:41",3,31,2022,23081,7712681
2022-03-31 06:23:01,-22.4521,170.1654,10,4.3,"mb",NA,208,2.518,0.51,"us","us7000gzwr",2022-04-28 05:59:31,"256 km ESE of Tadine, New Caledonia","earthquake",11.2,1.9,0.137,18,"reviewed","us","us","03/31/22 06:23:01",3,31,2022,22981,7712581
2022-03-31 06:20:42,-22.37,170.388,10,4,"mb",NA,192,2.731,0.32,"us","us7000gzwq",2022-04-28 05:20:28,"274 km ESE of Tadine, New Caledonia","earthquake",9.1,1.9,0.172,10,"reviewed","us","us","03/31/22 06:20:42",3,31,2022,22842,7712442
2022-03-31 06:17:03,-22.4157,170.3923,10,4.9,"mb",NA,96,2.731,0.54,"us","us7000gzvt",2022-04-27 10:23:41,"276 km ESE of Tadine, New Caledonia","earthquake",3.9,1.9,0.087,50,"reviewed","us","us","03/31/22 06:17:03",3,31,2022,22623,7712223
2022-03-31 06:12:24,-22.3751,170.3502,10,5.6,"mb",NA,70,2.695,0.68,"us","us7000gymz",2022-04-27 12:00:26,"271 km ESE of Tadine, New Caledonia","earthquake",3.2,1.8,0.049,150,"reviewed","us","us","03/31/22 06:12:24",3,31,2022,22344,7711944
2022-03-31 06:09:47,-22.3661,170.1769,10,5.2,"mb",NA,68,2.537,0.54,"us","us7000gymy",2022-04-27 11:02:13,"253 km ESE of Tadine, New Caledonia","earthquake",7.3,1.9,0.071,70,"reviewed","us","us","03/31/22 06:09:47",3,31,2022,22187,7711787
2022-03-31 06:07:59,-22.4937,170.1813,10,4.6,"mb",NA,108,2.53,0.4,"us","us7000gzva",2022-04-27 12:43:09,"259 km ESE of Tadine, New Caledonia","earthquake",7.9,1.9,0.122,24,"reviewed","us","us","03/31/22 06:07:59",3,31,2022,22079,7711679
2022-03-31 06:03:20,-22.3326,170.5345,10,4.9,"mb",NA,74,2.869,0.46,"us","us7000gzwu",2022-04-27 13:10:51,"287 km ESE of Tadine, New Caledonia","earthquake",9,1.9,0.14,28,"reviewed","us","us","03/31/22 06:03:20",3,31,2022,21800,7711400
2022-03-31 06:02:09,-22.4587,170.3916,10,5.9,"mww",NA,32,2.727,0.52,"us","us7000gymw",2022-04-29 18:00:47,"278 km ESE of Tadine, New Caledonia","earthquake",7.5,1.9,0.065,23,"reviewed","us","us","03/31/22 06:02:09",3,31,2022,21729,7711329
2022-03-31 06:01:42,-22.2977,170.3875,10,4,"mb",NA,71,2.738,0.88,"us","us7000gzv8",2022-04-27 08:34:38,"272 km ESE of Tadine, New Caledonia","earthquake",8.6,1.9,0.232,5,"reviewed","us","us","03/31/22 06:01:42",3,31,2022,21702,7711302
2022-03-31 05:58:50,-22.4516,170.6141,10,4.1,"mb",NA,191,2.933,0.72,"us","us7000gzv9",2022-04-27 09:50:20,"299 km ESE of Tadine, New Caledonia","earthquake",10.9,2,0.214,7,"reviewed","us","us","03/31/22 05:58:50",3,31,2022,21530,7711130
2022-03-31 05:55:47,-21.9169,170.3051,10,4.4,"mb",NA,186,2.737,0.29,"us","us7000gzvj",2022-04-27 09:34:08,"254 km E of Tadine, New Caledonia","earthquake",12.2,2,0.239,9,"reviewed","us","us","03/31/22 05:55:47",3,31,2022,21347,7710947
2022-03-31 05:44:01,-22.5855,170.3749,10,7,"mww",NA,26,2.706,0.81,"us","us7000gymk",2022-04-29 17:19:41,"281 km ESE of Tadine, New Caledonia","earthquake",7.1,1.8,0.057,30,"reviewed","us","us","03/31/22 05:44:01",3,31,2022,20641,7710241
2022-03-31 03:25:48,-22.312,170.2872,10,4.9,"mb",NA,102,2.644,0.9,"us","us7000gylu",2022-04-06 22:19:40,"262 km ESE of Tadine, New Caledonia","earthquake",5.9,1.8,0.104,29,"reviewed","us","us","03/31/22 03:25:48",3,31,2022,12348,7701948
2022-03-31 03:21:39,-22.5013,170.1925,10,4.5,"mb",NA,108,2.54,0.81,"us","us7000gzv4",2022-04-06 22:13:13,"261 km ESE of Tadine, New Caledonia","earthquake",7.4,1.4,0.171,10,"reviewed","us","us","03/31/22 03:21:39",3,31,2022,12099,7701699
2022-03-31 03:18:14,-22.3119,170.2493,10,4.7,"mb",NA,115,3.534,0.85,"us","us7000gzv2",2022-04-06 20:50:34,"258 km ESE of Tadine, New Caledonia","earthquake",6.8,1.9,0.142,15,"reviewed","us","us","03/31/22 03:18:14",3,31,2022,11894,7701494
2022-03-31 03:06:47,-22.4036,170.1699,10,5.7,"mww",NA,31,2.526,0.7,"us","us7000gyln",2022-04-06 05:03:09,"254 km ESE of Tadine, New Caledonia","earthquake",2.7,1.7,0.075,17,"reviewed","us","us","03/31/22 03:06:47",3,31,2022,11207,7700807
2022-03-31 02:50:16,-21.9174,170.2735,10,4.6,"mb",NA,106,2.708,0.85,"us","us7000gzv1",2022-04-06 04:45:49,"250 km E of Tadine, New Caledonia","earthquake",9.7,1.9,0.165,11,"reviewed","us","us","03/31/22 02:50:16",3,31,2022,10216,7699816
2022-03-31 01:34:15,-22.4898,170.1141,10,4.5,"mb",NA,68,2.469,0.9,"us","us7000gzux",2022-04-06 03:03:42,"253 km ESE of Tadine, New Caledonia","earthquake",8.2,1.9,0.157,12,"reviewed","us","us","03/31/22 01:34:15",3,31,2022,5655,7695255
2022-03-31 00:57:32,-22.4764,170.4448,10,4.6,"mb",NA,107,2.775,0.69,"us","us7000gzuv",2022-04-28 05:52:45,"284 km ESE of Tadine, New Caledonia","earthquake",4.8,1.9,0.146,14,"reviewed","us","us","03/31/22 00:57:32",3,31,2022,3452,7693052
2022-03-31 00:55:23,-22.4171,170.2551,10,4.6,"mb",NA,103,2.604,0.99,"us","us7000gzuw",2022-04-28 05:45:45,"263 km ESE of Tadine, New Caledonia","earthquake",5.3,1.8,0.133,17,"reviewed","us","us","03/31/22 00:55:23",3,31,2022,3323,7692923
2022-03-31 00:28:49,-22.52,170.3472,10,4.7,"mb",NA,104,2.682,0.92,"us","us7000gykr",2022-04-28 05:33:24,"276 km ESE of Tadine, New Caledonia","earthquake",8.1,1.8,0.089,38,"reviewed","us","us","03/31/22 00:28:49",3,31,2022,1729,7691329
2022-03-31 00:23:07,-22.4814,170.1304,10,4.7,"mb",NA,105,2.484,0.66,"us","us7000gykq",2022-04-28 05:29:31,"254 km ESE of Tadine, New Caledonia","earthquake",8,1.9,0.111,25,"reviewed","us","us","03/31/22 00:23:07",3,31,2022,1387,7690987
2022-03-30 23:56:20,-22.0964,170.3002,10,4.5,"mb",NA,109,2.691,0.63,"us","us7000gzm8",2022-04-28 05:00:13,"257 km ESE of Tadine, New Caledonia","earthquake",5.8,1.9,0.205,7,"reviewed","us","us","03/30/22 23:56:20",3,30,2022,86180,7689380
2022-03-30 23:54:31,-22.482,170.2814,10,5.1,"mb",NA,103,2.624,0.92,"us","us7000gyke",2022-04-28 04:54:48,"268 km ESE of Tadine, New Caledonia","earthquake",7.8,1.8,0.073,60,"reviewed","us","us","03/30/22 23:54:31",3,30,2022,86071,7689271
2022-03-30 22:41:25,-22.646,170.3013,10,4.4,"mb",NA,205,2.637,0.42,"us","us7000gzm7",2022-04-28 04:02:30,"277 km ESE of Tadine, New Caledonia","earthquake",9.5,1.9,0.203,7,"reviewed","us","us","03/30/22 22:41:25",3,30,2022,81685,7684885
2022-03-30 22:28:09,-22.656,170.1439,10,4.6,"mb",NA,103,2.492,0.55,"us","us7000gyjp",2022-04-28 03:54:04,"263 km ESE of Tadine, New Caledonia","earthquake",7.7,1.9,0.128,18,"reviewed","us","us","03/30/22 22:28:09",3,30,2022,80889,7684089
2022-03-30 21:32:27,-22.4476,170.2668,10,4.2,"mb",NA,205,2.612,0.5,"us","us7000gzm4",2022-04-28 03:27:16,"265 km ESE of Tadine, New Caledonia","earthquake",7,2,0.215,6,"reviewed","us","us","03/30/22 21:32:27",3,30,2022,77547,7680747
2022-03-30 21:13:25,-22.7097,169.9408,10,4.4,"mb",NA,243,2.306,0.63,"us","us7000gyj7",2022-04-28 03:14:32,"248 km ESE of Tadine, New Caledonia","earthquake",9.8,2,0.219,6,"reviewed","us","us","03/30/22 21:13:25",3,30,2022,76405,7679605
2022-03-30 20:56:58,-22.6709,170.3778,10,6.9,"mww",NA,42,2.708,1.11,"us","us7000gyj0",2022-04-05 14:38:00,"286 km ESE of Tadine, New Caledonia","earthquake",8.1,1.8,0.066,22,"reviewed","us","us","03/30/22 20:56:58",3,30,2022,75418,7678618
2022-03-29 19:36:20,-18.8831,168.8963,120.9,4.6,"mb",NA,134,3.78,0.73,"us","us7000gy79",2022-04-27 18:28:26,"83 km NNW of Isangel, Vanuatu","earthquake",7.2,4.9,0.09,39,"reviewed","us","us","03/29/22 19:36:20",3,29,2022,70580,7587380
2022-03-29 07:12:16,-22.0552,170.084,10,5.2,"mww",NA,42,2.504,1.04,"us","us7000gy1p",2022-04-27 05:51:09,"234 km ESE of Tadine, New Caledonia","earthquake",7.4,1.8,0.08,15,"reviewed","us","us","03/29/22 07:12:16",3,29,2022,25936,7542736
2022-03-29 04:08:17,-14.7264,167.4542,132.82,4.5,"mb",NA,132,0.756,0.58,"us","us7000gz0z",2022-04-04 00:14:37,"53 km NE of Port-Olry, Vanuatu","earthquake",13.3,6.5,0.125,19,"reviewed","us","us","03/29/22 04:08:17",3,29,2022,14897,7531697
2022-03-29 01:36:38,-18.7762,169.1094,208.87,4.9,"mb",NA,77,3.779,0.5,"us","us7000gxzm",2022-04-03 22:33:59,"86 km NNW of Isangel, Vanuatu","earthquake",7,5,0.037,232,"reviewed","us","us","03/29/22 01:36:38",3,29,2022,5798,7522598
2022-03-28 07:03:40,-13.4763,167.3155,10,4.3,"mb",NA,151,1.962,0.38,"us","us7000gyzt",2022-04-28 10:03:13,"51 km NNW of Sola, Vanuatu","earthquake",7.6,2,0.218,6,"reviewed","us","us","03/28/22 07:03:40",3,28,2022,25420,7455820
2022-03-26 06:17:38,-14.3482,167.4295,167,4.4,"mb",NA,88,1.114,0.62,"us","us7000gyq7",2022-04-15 04:39:45,"53 km SSW of Sola, Vanuatu","earthquake",7.5,8.8,0.126,18,"reviewed","us","us","03/26/22 06:17:38",3,26,2022,22658,7280258
2022-03-25 13:41:25,-17.8701,167.3255,10,4.4,"mb",NA,145,2.412,0.62,"us","us7000gx83",2022-04-08 06:09:57,"105 km W of Port-Vila, Vanuatu","earthquake",9.1,1.9,0.117,21,"reviewed","us","us","03/25/22 13:41:25",3,25,2022,49285,7220485
2022-03-25 09:22:59,-22.929,172.3552,10,4.3,"mb",NA,127,4.541,1.06,"us","us7000gygc",2022-04-21 12:43:15,"southeast of the Loyalty Islands","earthquake",10.4,1.5,0.177,10,"reviewed","us","us","03/25/22 09:22:59",3,25,2022,33779,7204979
2022-03-24 08:09:32,-15.1741,167.5655,133.44,4.5,"mb",NA,72,0.442,0.69,"us","us7000gwt1",2022-04-20 06:37:55,"54 km ESE of Port-Olry, Vanuatu","earthquake",7.5,6.1,0.125,19,"reviewed","us","us","03/24/22 08:09:32",3,24,2022,29372,7114172
2022-03-24 01:35:54,-13.7026,167.7215,258.32,4.6,"mb",NA,153,1.805,0.37,"us","us7000gy5y",2022-03-30 04:03:21,"26 km NE of Sola, Vanuatu","earthquake",14.1,6.1,0.173,10,"reviewed","us","us","03/24/22 01:35:54",3,24,2022,5754,7090554
2022-03-23 21:57:00,-15.0687,167.4522,115,6,"mww",NA,20,0.446,0.74,"us","us7000gwpw",2022-04-27 21:02:14,"40 km E of Port-Olry, Vanuatu","earthquake",8.3,1.8,0.039,63,"reviewed","us","us","03/23/22 21:57:00",3,23,2022,79020,7077420
2022-03-23 13:15:56,-10.9051,166.0963,68.73,4.3,"mb",NA,109,4.641,0.35,"us","us7000gy40",2022-04-21 12:51:21,"38 km ESE of Lata, Solomon Islands","earthquake",11.1,13.3,0.238,5,"reviewed","us","us","03/23/22 13:15:56",3,23,2022,47756,7046156
2022-03-23 11:57:30,-22.9295,172.4228,10,5.2,"mb",NA,126,4.603,0.98,"us","us6000h6x2",2022-04-08 06:21:14,"southeast of the Loyalty Islands","earthquake",9.6,1.9,0.11,27,"reviewed","us","us","03/23/22 11:57:30",3,23,2022,43050,7041450
2022-03-23 11:26:58,-14.9009,167.03,87.66,4.3,"mb",NA,147,0.568,0.38,"us","us7000gy3u",2022-04-08 06:11:28,"16 km NNW of Port-Olry, Vanuatu","earthquake",13.1,8.9,0.178,9,"reviewed","us","us","03/23/22 11:26:58",3,23,2022,41218,7039618
2022-03-22 03:48:11,-15.3998,167.5893,116.61,4.8,"mb",NA,144,0.375,0.43,"us","us6000h6kh",2022-03-27 23:51:24,"47 km ENE of Luganville, Vanuatu","earthquake",11.2,5.6,0.114,24,"reviewed","us","us","03/22/22 03:48:11",3,22,2022,13691,6925691
2022-03-21 14:31:18,-18.515,178.6671,548.85,4.1,"mb",NA,101,0.963,0.4,"us","us7000gx9y",2022-03-27 19:41:13,"47 km SSE of Suva, Fiji","earthquake",13.9,10.4,0.166,14,"reviewed","us","us","03/21/22 14:31:18",3,21,2022,52278,6877878
2022-03-20 00:09:39,-22.9159,171.0628,10,4.4,"mb",NA,127,3.351,1.31,"us","us7000gwxd",2022-04-27 21:01:29,"southeast of the Loyalty Islands","earthquake",9.7,1.9,0.178,9,"reviewed","us","us","03/20/22 00:09:39",3,20,2022,579,6739779
2022-03-19 23:19:43,-16.5036,178.1047,10,4.5,"mb",NA,130,1.235,0.5,"us","us7000gwuj",2022-04-27 21:32:07,"122 km NNE of Ba, Fiji","earthquake",10.3,1.9,0.242,5,"reviewed","us","us","03/19/22 23:19:43",3,19,2022,83983,6736783
2022-03-19 13:07:42,-10.0733,161.5184,101.74,4.4,"mb",NA,71,1.671,0.79,"us","us7000gwu2",2022-04-01 16:25:44,"60 km NW of Kirakira, Solomon Islands","earthquake",7.1,7,0.123,19,"reviewed","us","us","03/19/22 13:07:42",3,19,2022,47262,6700062
2022-03-19 11:22:53,-13.4486,167.2802,191.35,4.1,"mb",NA,186,1.988,0.59,"us","us7000gwtx",2022-04-15 09:45:35,"55 km NNW of Sola, Vanuatu","earthquake",14.7,8.3,0.158,14,"reviewed","us","us","03/19/22 11:22:53",3,19,2022,40973,6693773
2022-03-19 06:30:54,-15.1138,167.5876,121.85,4.3,"mb",NA,146,0.497,0.7,"us","us7000gwtq",2022-04-27 04:51:16,"55 km E of Port-Olry, Vanuatu","earthquake",13.6,4.1,0.177,10,"reviewed","us","us","03/19/22 06:30:54",3,19,2022,23454,6676254
2022-03-18 21:14:00,-10.4161,163.4341,10,4.3,"mb",NA,125,3.569,0.34,"us","us7000gwnw",2022-04-23 02:42:05,"165 km E of Kirakira, Solomon Islands","earthquake",8.9,1.9,0.218,6,"reviewed","us","us","03/18/22 21:14:00",3,18,2022,76440,6642840
2022-03-18 05:19:33,-9.7314,159.8105,36.15,4.9,"mb",NA,76,0.32,0.6,"us","us6000h5m3",2022-03-26 15:33:54,"10 km ESE of Malango, Solomon Islands","earthquake",6.7,3.8,0.072,60,"reviewed","us","us","03/18/22 05:19:33",3,18,2022,19173,6585573
2022-03-18 03:52:33,-22.714,170.8226,10,4.5,"mb",NA,181,3.12,1.02,"us","us7000gwmx",2022-03-24 00:34:17,"southeast of the Loyalty Islands","earthquake",13.6,1.9,0.242,6,"reviewed","us","us","03/18/22 03:52:33",3,18,2022,13953,6580353
2022-03-18 01:54:56,-9.8689,159.7465,10,4.1,"mb",NA,103,0.471,0.08,"us","us7000gwms",2022-03-23 23:24:40,"19 km S of Malango, Solomon Islands","earthquake",6.5,2,0.261,5,"reviewed","us","us","03/18/22 01:54:56",3,18,2022,6896,6573296
2022-03-17 15:19:17,-11.2462,165.4732,10,4.9,"mww",NA,102,4.502,0.58,"us","us6000h5f3",2022-04-12 18:11:19,"67 km SSW of Lata, Solomon Islands","earthquake",8.3,1.8,0.098,10,"reviewed","us","us","03/17/22 15:19:17",3,17,2022,55157,6535157
2022-03-15 03:14:01,-23.0961,178.7837,576.1,4.2,"mb",NA,138,11.403,0.71,"us","us6000h5sm",2022-03-22 00:23:43,"south of the Fiji Islands","earthquake",15.5,9.1,0.11,23,"reviewed","us","us","03/15/22 03:14:01",3,15,2022,11641,6318841
2022-03-14 20:13:24,-11.6114,165.6045,10,4.6,"mb",NA,136,4.117,0.87,"us","us6000h5s5",2022-04-13 17:33:41,"100 km SSW of Lata, Solomon Islands","earthquake",8.5,1.7,0.107,26,"reviewed","us","us","03/14/22 20:13:24",3,14,2022,72804,6293604
2022-03-14 08:28:20,-10.9553,166.473,157.22,4.5,"mb",NA,104,4.521,0.56,"us","us6000h4dh",2022-04-22 14:31:26,"78 km ESE of Lata, Solomon Islands","earthquake",9.9,5.3,0.066,67,"reviewed","us","us","03/14/22 08:28:20",3,14,2022,30500,6251300
2022-03-12 21:47:22,-15.8943,168.3303,267.14,4.4,"mb",NA,117,1.173,0.57,"us","us6000h436",2022-03-20 03:44:02,"100 km ENE of Lakatoro, Vanuatu","earthquake",12.3,7.5,0.112,23,"reviewed","us","us","03/12/22 21:47:22",3,12,2022,78442,6126442
2022-03-11 16:16:56,-21.5897,170.5947,139.34,4.8,"mb",NA,98,3.092,0.97,"us","us6000h3ts",2022-04-02 15:36:06,"264 km SSE of Isangel, Vanuatu","earthquake",8.8,6.1,0.069,65,"reviewed","us","us","03/11/22 16:16:56",3,11,2022,58616,6020216
2022-03-10 17:31:06,-15.8909,167.5508,10,4.1,"mb",NA,162,0.553,0.69,"us","us6000h548",2022-04-06 16:51:39,"25 km NE of Norsup, Vanuatu","earthquake",7.2,1.9,0.213,6,"reviewed","us","us","03/10/22 17:31:06",3,10,2022,63066,5938266
2022-03-10 03:14:52,-10.1337,161.4843,87.47,4.5,"mb",NA,106,1.664,0.78,"us","us6000h53v",2022-03-18 02:01:55,"59 km NW of Kirakira, Solomon Islands","earthquake",11.1,8.2,0.163,11,"reviewed","us","us","03/10/22 03:14:52",3,10,2022,11692,5886892
2022-03-09 21:37:11,-10.4114,161.253,43.56,4.5,"mb",NA,67,1.608,0.53,"us","us6000h3ey",2022-03-19 01:58:29,"73 km W of Kirakira, Solomon Islands","earthquake",8.8,7,0.089,37,"reviewed","us","us","03/09/22 21:37:11",3,9,2022,77831,5866631
2022-03-08 22:24:57,-22.395,171.4561,91.18,4.2,"mb",NA,184,3.714,0.46,"us","us6000h3un",2022-04-18 01:30:40,"southeast of the Loyalty Islands","earthquake",11.9,9.8,0.176,9,"reviewed","us","us","03/08/22 22:24:57",3,8,2022,80697,5783097
2022-03-06 22:13:50,-21.7241,173.137,10,4.4,"mb",NA,111,5.348,0.91,"us","us6000h3ln",2022-04-12 20:09:44,"Vanuatu region","earthquake",9.2,1.8,0.189,8,"reviewed","us","us","03/06/22 22:13:50",3,6,2022,80030,5609630
2022-03-06 21:07:26,-18.9049,169.5635,269.77,4.3,"mb",NA,76,4.112,0.74,"us","us6000h3lm",2022-03-10 22:23:08,"76 km NNE of Isangel, Vanuatu","earthquake",8.8,8.1,0.133,16,"reviewed","us","us","03/06/22 21:07:26",3,6,2022,76046,5605646
2022-03-05 11:04:09,-10.2293,161.1202,62.9,4,"mb",NA,104,1.397,0.39,"us","us6000h3ja",2022-04-01 12:01:40,"91 km WNW of Kirakira, Solomon Islands","earthquake",8.4,7.7,0.156,12,"reviewed","us","us","03/05/22 11:04:09",3,5,2022,39849,5483049
2022-03-02 17:22:03,-17.8077,167.5175,10,4.4,"mb",NA,99,2.366,0.51,"us","us6000h2tn",2022-03-08 16:47:05,"84 km W of Port-Vila, Vanuatu","earthquake",7,1.8,0.179,10,"reviewed","us","us","03/02/22 17:22:03",3,2,2022,62523,5246523
2022-03-02 07:24:15,-23.3739,171.9019,10,5,"mb",NA,103,4.174,0.7,"us","us6000h1bx",2022-03-26 11:43:21,NA,"earthquake",11,1.9,0.059,92,"reviewed","us","us","03/02/22 07:24:15",3,2,2022,26655,5210655
2022-02-27 21:19:12,-17.4713,168.6368,236.01,4.5,"mb",NA,66,2.437,0.55,"us","us6000h1ts",2022-03-08 02:04:52,"45 km NE of Port-Vila, Vanuatu","earthquake",10.8,6.4,0.144,14,"reviewed","us","us","02/27/22 21:19:12",2,27,2022,76752,5001552
2022-02-27 10:42:23,-15.1307,167.7549,119.76,4.6,"mb",NA,115,0.618,0.36,"us","us6000h1t4",2022-04-29 04:35:34,"74 km E of Port-Olry, Vanuatu","earthquake",12.2,5.9,0.114,23,"reviewed","us","us","02/27/22 10:42:23",2,27,2022,38543,4963343
2022-02-26 04:22:11,-20.5514,169.4199,65.22,5,"mb",NA,44,4.81,0.89,"us","us6000h0a8",2022-03-25 21:06:03,"112 km S of Isangel, Vanuatu","earthquake",9.8,3.7,0.055,111,"reviewed","us","us","02/26/22 04:22:11",2,26,2022,15731,4854131
